Nit_data,X,Y
0.5,407391,361254
0.5,407391,361154
0.5,407391,361054
0.5,407391,360954
0.5,407391,360854
0.5,407391,360754
0.5,407391,360654
0.5,407391,360554
0.5,407391,360454
0.5,407391,360354
0.5,407391,360254
0.5,407391,360154
0.5,407391,360054
0.5,407391,359954
0.5,407391,359854
0.5,407391,359754
0.5,407391,359654
0.5,407391,359554
0.5,407391,359454
0.5,407391,359354
0.5,407391,359254
0.5,407391,359154
0.5,407391,359054
0.5,407391,358954
0.5,407391,358854
0.5,407391,358754
0.5,407391,358654
0.5,407391,358554
0.5,407391,358454
0.5,407391,358354
0.5,407391,358254
0.5,407391,358154
0.5,407391,358054
0.5,407391,357954
0.5,407391,357854
0.5,407391,357754
0.5,407391,357654
0.5,407391,357554
0.5,407391,357454
0.5,407391,357354
0.5,407391,357254
0.5,407391,357154
0.5,407391,357054
0.5,407391,356954
0.5,407391,356854
0.5,407391,356754
0.5,407391,356654
0.5,407391,356554
0.5,407391,356454
0.5,407391,356354
0.5,407391,356254
0.5,407391,356154
0.5,407491,361254
0.5,407491,361154
0.5,407491,361054
0.5,407491,360954
0.5,407491,360854
0.5,407491,360754
0.5,407491,360654
0.5,407491,360554
0.5,407491,360454
0.5,407491,360354
0.4,407491,360254
0.3,407491,360154
0.3,407491,360054
0.3,407491,359954
0.3,407491,359854
0.3,407491,359754
0.27,407491,359654
0.27,407491,359554
0.27,407491,359454
0.27,407491,359354
0.27,407491,359254
0.27,407491,359154
0.27,407491,359054
0.27,407491,358954
0.27,407491,358854
0.27,407491,358754
0.27,407491,358654
0.27,407491,358554
0.27,407491,358454
0.27,407491,358354
0.27,407491,358254
0.27,407491,358154
0.27,407491,358054
0.27,407491,357954
0.27,407491,357854
0.27,407491,357754
0.27,407491,357654
0.27,407491,357554
0.27,407491,357454
0.27,407491,357354
0.27,407491,357254
0.27,407491,357154
0.27,407491,357054
0.27,407491,356954
0.27,407491,356854
0.27,407491,356754
0.27,407491,356654
0.5,407491,356554
0.5,407491,356454
0.5,407491,356354
0.5,407491,356254
0.5,407491,356154
0.5,407591,361254
0.5,407591,361154
0.5,407591,361054
0.5,407591,360954
0.5,407591,360854
0.5,407591,360754
0.4,407591,360654
0.4,407591,360554
0.4,407591,360454
0.4,407591,360354
0.4,407591,360254
0.3,407591,360154
0.3,407591,360054
0.3,407591,359954
0.3,407591,359854
0.3,407591,359754
0.27,407591,359654
0.27,407591,359554
0.27,407591,359454
0.27,407591,359354
0.27,407591,359254
0.27,407591,359154
0.27,407591,359054
0.27,407591,358954
0.27,407591,358854
0.27,407591,358754
0.27,407591,358654
0.27,407591,358554
0.27,407591,358454
0.27,407591,358354
0.27,407591,358254
0.27,407591,358154
0.27,407591,358054
0.27,407591,357954
0.27,407591,357854
0.27,407591,357754
0.27,407591,357654
0.27,407591,357554
0.27,407591,357454
0.27,407591,357354
0.27,407591,357254
0.27,407591,357154
0.4,407591,357054
0.4,407591,356954
0.4,407591,356854
0.4,407591,356754
0.27,407591,356654
0.5,407591,356554
0.5,407591,356454
0.5,407591,356354
0.5,407591,356254
0.5,407591,356154
0.5,407691,361254
0.5,407691,361154
0.5,407691,361054
0.5,407691,360954
0.5,407691,360854
0.5,407691,360754
0.4,407691,360654
0.4,407691,360554
0.4,407691,360454
0.4,407691,360354
0.4,407691,360254
0.3,407691,360154
0.3,407691,360054
0.3,407691,359954
0.3,407691,359854
0.3,407691,359754
0.2,407691,359654
0.2,407691,359554
0.2,407691,359454
0.2,407691,359354
0.2,407691,359254
0.2,407691,359154
0.2,407691,359054
0.2,407691,358954
0.37,407691,358854
0.37,407691,358754
0.37,407691,358654
0.37,407691,358554
0.37,407691,358454
0.37,407691,358354
0.37,407691,358254
0.37,407691,358154
0.37,407691,358054
0.37,407691,357954
0.37,407691,357854
0.37,407691,357754
0.37,407691,357654
0.37,407691,357554
0.37,407691,357454
0.2,407691,357354
0.42,407691,357254
0.42,407691,357154
0.4,407691,357054
0.4,407691,356954
0.4,407691,356854
0.4,407691,356754
0.2,407691,356654
0.5,407691,356554
0.5,407691,356454
0.5,407691,356354
0.5,407691,356254
0.5,407691,356154
0.5,407791,361254
0.5,407791,361154
0.5,407791,361054
0.5,407791,360954
0.5,407791,360854
0.5,407791,360754
0.4,407791,360654
0.4,407791,360554
0.4,407791,360454
0.4,407791,360354
0.4,407791,360254
0.3,407791,360154
0.3,407791,360054
0.3,407791,359954
0.3,407791,359854
0.3,407791,359754
0.2,407791,359654
0.27,407791,359554
0.27,407791,359454
0.27,407791,359354
0.27,407791,359254
0.27,407791,359154
0.27,407791,359054
0.27,407791,358954
0.37,407791,358854
0.37,407791,358754
0.37,407791,358654
0.37,407791,358554
0.37,407791,358454
0.37,407791,358354
0.37,407791,358254
0.37,407791,358154
0.37,407791,358054
0.37,407791,357954
0.37,407791,357854
0.37,407791,357754
0.37,407791,357654
0.37,407791,357554
0.37,407791,357454
0.2,407791,357354
0.42,407791,357254
0.42,407791,357154
0.4,407791,357054
0.4,407791,356954
0.4,407791,356854
0.4,407791,356754
0.2,407791,356654
0.5,407791,356554
0.5,407791,356454
0.5,407791,356354
0.5,407791,356254
0.5,407791,356154
0.5,407891,361254
0.5,407891,361154
0.5,407891,361054
0.5,407891,360954
0.5,407891,360854
0.5,407891,360754
0.4,407891,360654
0.4,407891,360554
0.4,407891,360454
0.4,407891,360354
0.4,407891,360254
0.3,407891,360154
0.3,407891,360054
0.3,407891,359954
0.3,407891,359854
0.3,407891,359754
0.2,407891,359654
0.27,407891,359554
0.27,407891,359454
0.27,407891,359354
0.27,407891,359254
0.27,407891,359154
0.27,407891,359054
0.27,407891,358954
0.37,407891,358854
0.37,407891,358754
0.37,407891,358654
0.37,407891,358554
0.37,407891,358454
0.37,407891,358354
0.37,407891,358254
0.37,407891,358154
0.37,407891,358054
0.37,407891,357954
0.37,407891,357854
0.37,407891,357754
0.37,407891,357654
0.37,407891,357554
0.37,407891,357454
0.2,407891,357354
0.42,407891,357254
0.42,407891,357154
0.4,407891,357054
0.4,407891,356954
0.4,407891,356854
0.4,407891,356754
0.2,407891,356654
0.5,407891,356554
0.5,407891,356454
0.5,407891,356354
0.5,407891,356254
0.5,407891,356154
0.5,407991,361254
0.5,407991,361154
0.5,407991,361054
0.5,407991,360954
0.5,407991,360854
0.5,407991,360754
0.4,407991,360654
0.4,407991,360554
0.4,407991,360454
0.4,407991,360354
0.4,407991,360254
0.3,407991,360154
0.3,407991,360054
0.3,407991,359954
0.3,407991,359854
0.3,407991,359754
0.2,407991,359654
0.27,407991,359554
0.27,407991,359454
0.27,407991,359354
0.27,407991,359254
0.27,407991,359154
0.27,407991,359054
0.27,407991,358954
0.2,407991,358854
0.2,407991,358754
0.2,407991,358654
0.2,407991,358554
0.2,407991,358454
0.2,407991,358354
0.2,407991,358254
0.2,407991,358154
0.2,407991,358054
0.2,407991,357954
0.2,407991,357854
0.2,407991,357754
0.2,407991,357654
0.2,407991,357554
0.2,407991,357454
0.2,407991,357354
0.2,407991,357254
0.2,407991,357154
0.4,407991,357054
0.4,407991,356954
0.4,407991,356854
0.4,407991,356754
0.2,407991,356654
0.5,407991,356554
0.5,407991,356454
0.5,407991,356354
0.5,407991,356254
0.5,407991,356154
0.5,408091,361254
0.5,408091,361154
0.5,408091,361054
0.5,408091,360954
0.5,408091,360854
0.5,408091,360754
0.4,408091,360654
0.4,408091,360554
0.4,408091,360454
0.4,408091,360354
0.4,408091,360254
0.3,408091,360154
0.3,408091,360054
0.3,408091,359954
0.3,408091,359854
0.3,408091,359754
0.2,408091,359654
0.2,408091,359554
0.2,408091,359454
0.2,408091,359354
0.2,408091,359254
0.2,408091,359154
0.2,408091,359054
0.2,408091,358954
0.2,408091,358854
0.2,408091,358754
0.2,408091,358654
0.2,408091,358554
0.2,408091,358454
0.2,408091,358354
0.2,408091,358254
0.2,408091,358154
0.2,408091,358054
0.2,408091,357954
0.2,408091,357854
0.2,408091,357754
0.2,408091,357654
0.2,408091,357554
0.2,408091,357454
0.1,408091,357354
0.1,408091,357254
0.1,408091,357154
0.4,408091,357054
0.4,408091,356954
0.4,408091,356854
0.4,408091,356754
0.2,408091,356654
0.5,408091,356554
0.5,408091,356454
0.5,408091,356354
0.5,408091,356254
0.5,408091,356154
0.5,408191,361254
0.5,408191,361154
0.5,408191,361054
0.5,408191,360954
0.5,408191,360854
0.5,408191,360754
0.4,408191,360654
0.4,408191,360554
0.4,408191,360454
0.4,408191,360354
0.4,408191,360254
0.3,408191,360154
0.3,408191,360054
0.3,408191,359954
0.3,408191,359854
0.3,408191,359754
0.2,408191,359654
0.2,408191,359554
0.2,408191,359454
0.2,408191,359354
0.2,408191,359254
0.2,408191,359154
0.2,408191,359054
0.2,408191,358954
0.2,408191,358854
0.2,408191,358754
0.2,408191,358654
0.2,408191,358554
0.2,408191,358454
0.2,408191,358354
0.2,408191,358254
0.2,408191,358154
0.2,408191,358054
0.2,408191,357954
0.2,408191,357854
0.2,408191,357754
0.2,408191,357654
0.2,408191,357554
0.2,408191,357454
0.1,408191,357354
0.1,408191,357254
0.1,408191,357154
0.4,408191,357054
0.4,408191,356954
0.4,408191,356854
0.4,408191,356754
0.2,408191,356654
0.5,408191,356554
0.5,408191,356454
0.5,408191,356354
0.5,408191,356254
0.5,408191,356154
0.5,408291,361254
0.5,408291,361154
0.5,408291,361054
0.5,408291,360954
0.5,408291,360854
0.5,408291,360754
0.4,408291,360654
0.4,408291,360554
0.4,408291,360454
0.4,408291,360354
0.4,408291,360254
0.3,408291,360154
0.3,408291,360054
0.3,408291,359954
0.3,408291,359854
0.3,408291,359754
0.2,408291,359654
0.2,408291,359554
0.2,408291,359454
0.2,408291,359354
0.2,408291,359254
0.2,408291,359154
0.2,408291,359054
0.2,408291,358954
0.2,408291,358854
0.2,408291,358754
0.2,408291,358654
0.2,408291,358554
0.2,408291,358454
0.2,408291,358354
0.2,408291,358254
0.2,408291,358154
0.2,408291,358054
0.2,408291,357954
0.2,408291,357854
0.2,408291,357754
0.2,408291,357654
0.2,408291,357554
0.2,408291,357454
0.1,408291,357354
0.1,408291,357254
0.1,408291,357154
0.4,408291,357054
0.4,408291,356954
0.4,408291,356854
0.4,408291,356754
0.2,408291,356654
0.5,408291,356554
0.5,408291,356454
0.5,408291,356354
0.5,408291,356254
0.5,408291,356154
0.5,408391,361254
0.5,408391,361154
0.5,408391,361054
0.5,408391,360954
0.5,408391,360854
0.5,408391,360754
0.4,408391,360654
0.4,408391,360554
0.4,408391,360454
0.4,408391,360354
0.4,408391,360254
0.3,408391,360154
0.3,408391,360054
0.3,408391,359954
0.3,408391,359854
0.3,408391,359754
0.1,408391,359654
0.1,408391,359554
0.1,408391,359454
0.1,408391,359354
0.2,408391,359254
0.2,408391,359154
0.2,408391,359054
0.2,408391,358954
0.2,408391,358854
0.2,408391,358754
0.2,408391,358654
0.2,408391,358554
0.2,408391,358454
0.2,408391,358354
0.2,408391,358254
0.2,408391,358154
0.2,408391,358054
0.2,408391,357954
0.2,408391,357854
0.2,408391,357754
0.2,408391,357654
0.2,408391,357554
0.2,408391,357454
0.1,408391,357354
0.1,408391,357254
0.1,408391,357154
0.4,408391,357054
0.4,408391,356954
0.4,408391,356854
0.4,408391,356754
0.2,408391,356654
0.5,408391,356554
0.5,408391,356454
0.5,408391,356354
0.5,408391,356254
0.5,408391,356154
0.5,408491,361254
0.5,408491,361154
0.5,408491,361054
0.5,408491,360954
0.5,408491,360854
0.5,408491,360754
0.4,408491,360654
0.4,408491,360554
0.4,408491,360454
0.4,408491,360354
0.4,408491,360254
0.3,408491,360154
0.3,408491,360054
0.3,408491,359954
0.3,408491,359854
0.3,408491,359754
0.1,408491,359654
0.1,408491,359554
0.1,408491,359454
0.1,408491,359354
0.1,408491,359254
0.1,408491,359154
0.1,408491,359054
0.1,408491,358954
0.1,408491,358854
0.1,408491,358754
0.1,408491,358654
0.1,408491,358554
0.1,408491,358454
0.1,408491,358354
0.1,408491,358254
0.1,408491,358154
0.1,408491,358054
0.1,408491,357954
0.85,408491,357854
0.85,408491,357754
0.85,408491,357654
0.85,408491,357554
0.2,408491,357454
0.1,408491,357354
0.1,408491,357254
0.1,408491,357154
0.4,408491,357054
0.4,408491,356954
0.4,408491,356854
0.4,408491,356754
0.1,408491,356654
0.5,408491,356554
0.5,408491,356454
0.5,408491,356354
0.5,408491,356254
0.5,408491,356154
0.5,408591,361254
0.5,408591,361154
0.5,408591,361054
0.5,408591,360954
0.5,408591,360854
0.5,408591,360754
0.4,408591,360654
0.4,408591,360554
0.4,408591,360454
0.4,408591,360354
0.4,408591,360254
0.3,408591,360154
0.3,408591,360054
0.3,408591,359954
0.3,408591,359854
0.3,408591,359754
0.1,408591,359654
0.1,408591,359554
0.1,408591,359454
0.1,408591,359354
0.1,408591,359254
0.1,408591,359154
0.1,408591,359054
0.1,408591,358954
0.1,408591,358854
0.1,408591,358754
0.1,408591,358654
0.1,408591,358554
0.1,408591,358454
0.1,408591,358354
0.1,408591,358254
0.1,408591,358154
0.1,408591,358054
0.1,408591,357954
0.85,408591,357854
0.85,408591,357754
0.85,408591,357654
0.85,408591,357554
0.2,408591,357454
0.1,408591,357354
0.1,408591,357254
0.1,408591,357154
0.4,408591,357054
0.4,408591,356954
0.4,408591,356854
0.4,408591,356754
0.1,408591,356654
0.5,408591,356554
0.5,408591,356454
0.5,408591,356354
0.5,408591,356254
0.5,408591,356154
0.5,408691,361254
0.5,408691,361154
0.5,408691,361054
0.5,408691,360954
0.5,408691,360854
0.5,408691,360754
0.4,408691,360654
0.4,408691,360554
0.4,408691,360454
0.4,408691,360354
0.4,408691,360254
0.3,408691,360154
0.3,408691,360054
0.3,408691,359954
0.3,408691,359854
0.3,408691,359754
0.1,408691,359654
0.1,408691,359554
0.1,408691,359454
0.1,408691,359354
0.09,408691,359254
0.09,408691,359154
0.09,408691,359054
0.09,408691,358954
0.09,408691,358854
0.08,408691,358754
0.08,408691,358654
0.08,408691,358554
0.08,408691,358454
0.08,408691,358354
0.08,408691,358254
0.08,408691,358154
0.08,408691,358054
0.08,408691,357954
0.85,408691,357854
0.85,408691,357754
0.85,408691,357654
0.85,408691,357554
0.2,408691,357454
0.1,408691,357354
0.1,408691,357254
0.1,408691,357154
0.4,408691,357054
0.4,408691,356954
0.4,408691,356854
0.4,408691,356754
0.08,408691,356654
0.5,408691,356554
0.5,408691,356454
0.5,408691,356354
0.5,408691,356254
0.5,408691,356154
0.5,408791,361254
0.5,408791,361154
0.5,408791,361054
0.5,408791,360954
0.5,408791,360854
0.5,408791,360754
0.4,408791,360654
0.4,408791,360554
0.4,408791,360454
0.4,408791,360354
0.4,408791,360254
0.3,408791,360154
0.3,408791,360054
0.3,408791,359954
0.3,408791,359854
0.3,408791,359754
0.1,408791,359654
0.1,408791,359554
0.1,408791,359454
0.1,408791,359354
0.07,408791,359254
0.07,408791,359154
0.07,408791,359054
0.07,408791,358954
0.07,408791,358854
0.07,408791,358754
0.07,408791,358654
0.07,408791,358554
0.07,408791,358454
0.07,408791,358354
0.07,408791,358254
0.07,408791,358154
0.07,408791,358054
0.07,408791,357954
0.85,408791,357854
0.85,408791,357754
0.85,408791,357654
0.85,408791,357554
0.2,408791,357454
0.1,408791,357354
0.1,408791,357254
0.1,408791,357154
0.4,408791,357054
0.4,408791,356954
0.4,408791,356854
0.4,408791,356754
0.07,408791,356654
0.5,408791,356554
0.5,408791,356454
0.5,408791,356354
0.5,408791,356254
0.5,408791,356154
0.5,408891,361254
0.5,408891,361154
0.5,408891,361054
0.5,408891,360954
0.5,408891,360854
0.5,408891,360754
0.4,408891,360654
0.4,408891,360554
0.4,408891,360454
0.4,408891,360354
0.4,408891,360254
0.3,408891,360154
0.3,408891,360054
0.3,408891,359954
0.3,408891,359854
0.3,408891,359754
0.1,408891,359654
0.1,408891,359554
0.1,408891,359454
0.1,408891,359354
0.06,408891,359254
0.06,408891,359154
0.06,408891,359054
0.06,408891,358954
0.06,408891,358854
0.06,408891,358754
0.06,408891,358654
0.06,408891,358554
0.06,408891,358454
0.06,408891,358354
0.06,408891,358254
0.06,408891,358154
0.06,408891,358054
0.06,408891,357954
0.85,408891,357854
0.85,408891,357754
0.85,408891,357654
0.85,408891,357554
0.2,408891,357454
0.1,408891,357354
0.1,408891,357254
0.1,408891,357154
0.4,408891,357054
0.4,408891,356954
0.4,408891,356854
0.4,408891,356754
0.06,408891,356654
0.5,408891,356554
0.5,408891,356454
0.5,408891,356354
0.5,408891,356254
0.5,408891,356154
0.5,408991,361254
0.5,408991,361154
0.5,408991,361054
0.5,408991,360954
0.5,408991,360854
0.5,408991,360754
0.4,408991,360654
0.4,408991,360554
0.4,408991,360454
0.4,408991,360354
0.4,408991,360254
0.3,408991,360154
0.3,408991,360054
0.3,408991,359954
0.3,408991,359854
0.3,408991,359754
0.1,408991,359654
0.1,408991,359554
0.1,408991,359454
0.1,408991,359354
0.05,408991,359254
0.05,408991,359154
0.05,408991,359054
0.05,408991,358954
0.05,408991,358854
0.05,408991,358754
0.05,408991,358654
0.05,408991,358554
0.05,408991,358454
0.05,408991,358354
0.05,408991,358254
0.05,408991,358154
0.05,408991,358054
0.05,408991,357954
0.85,408991,357854
0.85,408991,357754
0.85,408991,357654
0.85,408991,357554
0.2,408991,357454
0.1,408991,357354
0.1,408991,357254
0.1,408991,357154
0.4,408991,357054
0.4,408991,356954
0.4,408991,356854
0.4,408991,356754
0.05,408991,356654
0.5,408991,356554
0.5,408991,356454
0.5,408991,356354
0.5,408991,356254
0.5,408991,356154
0.5,409091,361254
0.5,409091,361154
0.5,409091,361054
0.5,409091,360954
0.5,409091,360854
0.5,409091,360754
0.4,409091,360654
0.4,409091,360554
0.4,409091,360454
0.4,409091,360354
0.4,409091,360254
0.3,409091,360154
0.3,409091,360054
0.3,409091,359954
0.3,409091,359854
0.3,409091,359754
0.1,409091,359654
0.1,409091,359554
0.1,409091,359454
0.1,409091,359354
0.05,409091,359254
0.05,409091,359154
0.05,409091,359054
0.05,409091,358954
0.05,409091,358854
0.05,409091,358754
0.05,409091,358654
0.05,409091,358554
0.05,409091,358454
0.05,409091,358354
0.05,409091,358254
0.05,409091,358154
0.05,409091,358054
0.05,409091,357954
0.85,409091,357854
0.85,409091,357754
0.85,409091,357654
0.85,409091,357554
0.2,409091,357454
0.1,409091,357354
0.1,409091,357254
0.1,409091,357154
0.4,409091,357054
0.4,409091,356954
0.4,409091,356854
0.4,409091,356754
0.05,409091,356654
0.5,409091,356554
0.5,409091,356454
0.5,409091,356354
0.5,409091,356254
0.5,409091,356154
0.5,409191,361254
0.5,409191,361154
0.5,409191,361054
0.5,409191,360954
0.5,409191,360854
0.5,409191,360754
0.4,409191,360654
0.4,409191,360554
0.4,409191,360454
0.4,409191,360354
0.4,409191,360254
0.3,409191,360154
0.3,409191,360054
0.3,409191,359954
0.3,409191,359854
0.3,409191,359754
0.1,409191,359654
0.1,409191,359554
0.1,409191,359454
0.1,409191,359354
0.04,409191,359254
0.04,409191,359154
0.04,409191,359054
0.04,409191,358954
0.04,409191,358854
0.04,409191,358754
0.04,409191,358654
0.04,409191,358554
0.04,409191,358454
0.04,409191,358354
0.04,409191,358254
0.04,409191,358154
0.04,409191,358054
0.04,409191,357954
0.85,409191,357854
0.85,409191,357754
0.85,409191,357654
0.85,409191,357554
0.2,409191,357454
0.1,409191,357354
0.1,409191,357254
0.1,409191,357154
0.4,409191,357054
0.4,409191,356954
0.4,409191,356854
0.4,409191,356754
0.04,409191,356654
0.5,409191,356554
0.5,409191,356454
0.5,409191,356354
0.5,409191,356254
0.5,409191,356154
0.5,409291,361254
0.5,409291,361154
0.5,409291,361054
0.5,409291,360954
0.5,409291,360854
0.5,409291,360754
0.4,409291,360654
0.4,409291,360554
0.4,409291,360454
0.4,409291,360354
0.4,409291,360254
0.3,409291,360154
0.3,409291,360054
0.3,409291,359954
0.3,409291,359854
0.3,409291,359754
0.1,409291,359654
0.1,409291,359554
0.1,409291,359454
0.1,409291,359354
0.03,409291,359254
0.03,409291,359154
0.03,409291,359054
0.03,409291,358954
0.03,409291,358854
0.03,409291,358754
0.03,409291,358654
0.03,409291,358554
0.03,409291,358454
0.03,409291,358354
0.03,409291,358254
0.03,409291,358154
0.03,409291,358054
0.03,409291,357954
0.85,409291,357854
0.85,409291,357754
0.85,409291,357654
0.85,409291,357554
0.2,409291,357454
0.1,409291,357354
0.1,409291,357254
0.1,409291,357154
0.4,409291,357054
0.4,409291,356954
0.4,409291,356854
0.4,409291,356754
0.03,409291,356654
0.5,409291,356554
0.5,409291,356454
0.5,409291,356354
0.5,409291,356254
0.5,409291,356154
0.5,409391,361254
0.5,409391,361154
0.5,409391,361054
0.5,409391,360954
0.5,409391,360854
0.5,409391,360754
0.4,409391,360654
0.4,409391,360554
0.4,409391,360454
0.4,409391,360354
0.4,409391,360254
0.3,409391,360154
0.3,409391,360054
0.3,409391,359954
0.3,409391,359854
0.3,409391,359754
0.1,409391,359654
0.1,409391,359554
0.1,409391,359454
0.1,409391,359354
0.03,409391,359254
0.03,409391,359154
0.03,409391,359054
0.03,409391,358954
0.03,409391,358854
0.03,409391,358754
0.03,409391,358654
0.03,409391,358554
0.03,409391,358454
0.03,409391,358354
0.03,409391,358254
0.03,409391,358154
0.03,409391,358054
0.03,409391,357954
0.85,409391,357854
0.85,409391,357754
0.85,409391,357654
0.85,409391,357554
0.2,409391,357454
0.1,409391,357354
0.1,409391,357254
0.1,409391,357154
0.4,409391,357054
0.4,409391,356954
0.4,409391,356854
0.4,409391,356754
0.03,409391,356654
0.5,409391,356554
0.5,409391,356454
0.5,409391,356354
0.5,409391,356254
0.5,409391,356154
0.5,409491,361254
0.5,409491,361154
0.5,409491,361054
0.5,409491,360954
0.5,409491,360854
0.5,409491,360754
0.4,409491,360654
0.4,409491,360554
0.4,409491,360454
0.4,409491,360354
0.4,409491,360254
0.3,409491,360154
0.3,409491,360054
0.3,409491,359954
0.3,409491,359854
0.3,409491,359754
0.1,409491,359654
0.1,409491,359554
0.1,409491,359454
0.1,409491,359354
0.03,409491,359254
0.03,409491,359154
0.03,409491,359054
0.03,409491,358954
0.03,409491,358854
0.03,409491,358754
0.03,409491,358654
0.03,409491,358554
0.03,409491,358454
0.03,409491,358354
0.03,409491,358254
0.03,409491,358154
0.03,409491,358054
0.03,409491,357954
0.85,409491,357854
0.85,409491,357754
0.85,409491,357654
0.85,409491,357554
0.2,409491,357454
0.1,409491,357354
0.1,409491,357254
0.1,409491,357154
0.4,409491,357054
0.4,409491,356954
0.4,409491,356854
0.4,409491,356754
0.03,409491,356654
0.5,409491,356554
0.5,409491,356454
0.5,409491,356354
0.5,409491,356254
0.5,409491,356154
0.5,409591,361254
0.5,409591,361154
0.5,409591,361054
0.5,409591,360954
0.5,409591,360854
0.5,409591,360754
0.4,409591,360654
0.4,409591,360554
0.4,409591,360454
0.4,409591,360354
0.4,409591,360254
0.3,409591,360154
0.3,409591,360054
0.3,409591,359954
0.3,409591,359854
0.3,409591,359754
0.1,409591,359654
0.1,409591,359554
0.1,409591,359454
0.1,409591,359354
0.03,409591,359254
0.03,409591,359154
0.03,409591,359054
0.03,409591,358954
0.03,409591,358854
0.03,409591,358754
0.03,409591,358654
0.03,409591,358554
0.03,409591,358454
0.03,409591,358354
0.03,409591,358254
0.03,409591,358154
0.03,409591,358054
0.03,409591,357954
0.85,409591,357854
0.85,409591,357754
0.85,409591,357654
0.85,409591,357554
0.2,409591,357454
0.1,409591,357354
0.1,409591,357254
0.1,409591,357154
0.4,409591,357054
0.4,409591,356954
0.4,409591,356854
0.4,409591,356754
0.03,409591,356654
0.5,409591,356554
0.5,409591,356454
0.5,409591,356354
0.5,409591,356254
0.5,409591,356154
0.5,409691,361254
0.5,409691,361154
0.5,409691,361054
0.5,409691,360954
0.5,409691,360854
0.5,409691,360754
0.4,409691,360654
0.4,409691,360554
0.4,409691,360454
0.4,409691,360354
0.4,409691,360254
0.3,409691,360154
0.3,409691,360054
0.3,409691,359954
0.3,409691,359854
0.3,409691,359754
0.1,409691,359654
0.1,409691,359554
0.1,409691,359454
0.1,409691,359354
0.88,409691,359254
0.88,409691,359154
0.7,409691,359054
0.7,409691,358954
0.7,409691,358854
0.02,409691,358754
0.05,409691,358654
0.05,409691,358554
0.05,409691,358454
0.05,409691,358354
0.05,409691,358254
0.05,409691,358154
0.05,409691,358054
0.02,409691,357954
0.85,409691,357854
0.85,409691,357754
0.85,409691,357654
0.85,409691,357554
0.2,409691,357454
0.1,409691,357354
0.1,409691,357254
0.1,409691,357154
0.4,409691,357054
0.4,409691,356954
0.4,409691,356854
0.4,409691,356754
0.02,409691,356654
0.5,409691,356554
0.5,409691,356454
0.5,409691,356354
0.5,409691,356254
0.5,409691,356154
0.5,409791,361254
0.5,409791,361154
0.5,409791,361054
0.5,409791,360954
0.5,409791,360854
0.5,409791,360754
0.4,409791,360654
0.4,409791,360554
0.4,409791,360454
0.4,409791,360354
0.4,409791,360254
0.3,409791,360154
0.3,409791,360054
0.3,409791,359954
0.3,409791,359854
0.3,409791,359754
0.1,409791,359654
0.1,409791,359554
0.1,409791,359454
0.1,409791,359354
0.88,409791,359254
0.88,409791,359154
0.7,409791,359054
0.7,409791,358954
0.7,409791,358854
0.02,409791,358754
0.05,409791,358654
0.05,409791,358554
0.05,409791,358454
0.05,409791,358354
0.05,409791,358254
0.05,409791,358154
0.05,409791,358054
0.05,409791,357954
0.85,409791,357854
0.85,409791,357754
0.85,409791,357654
0.85,409791,357554
0.2,409791,357454
0.1,409791,357354
0.1,409791,357254
0.1,409791,357154
0.4,409791,357054
0.4,409791,356954
0.4,409791,356854
0.4,409791,356754
0.02,409791,356654
0.5,409791,356554
0.5,409791,356454
0.5,409791,356354
0.5,409791,356254
0.5,409791,356154
0.5,409891,361254
0.5,409891,361154
0.5,409891,361054
0.5,409891,360954
0.5,409891,360854
0.5,409891,360754
0.4,409891,360654
0.4,409891,360554
0.4,409891,360454
0.4,409891,360354
0.4,409891,360254
0.3,409891,360154
0.3,409891,360054
0.3,409891,359954
0.3,409891,359854
0.3,409891,359754
0.1,409891,359654
